0,0
0.0056604,3.2041e-05
0.01132,0.00012816
0.016979,0.00028836
0.022636,0.00051262
0.028291,0.00080093
0.033944,0.0011533
0.039593,0.0015696
0.045238,0.00205
0.050879,0.0025942
0.056515,0.0032024
0.062145,0.0038745
0.06777,0.0046104
0.073388,0.0054101
0.078999,0.0062736
0.084602,0.0072007
0.090197,0.0081914
0.095784,0.0092457
0.10136,0.010364
0.10693,0.011545
0.11249,0.012789
0.11803,0.014097
0.12357,0.015468
0.12909,0.016902
0.1346,0.018399
0.1401,0.019959
0.14558,0.021582
0.15105,0.023267
0.15651,0.025016
0.16195,0.026826
0.16737,0.028699
0.17278,0.030634
0.17817,0.032631
0.18355,0.034691
0.1889,0.036812
0.19424,0.038995
0.19956,0.041239
0.20486,0.043545
0.21014,0.045912
0.2154,0.04834
0.22064,0.05083
0.22586,0.05338
0.23105,0.05599
0.23623,0.058662
0.24138,0.061393
0.2465,0.064185
0.25161,0.067036
0.25668,0.069948
0.26174,0.072919
0.26676,0.075949
0.27177,0.079039
0.27674,0.082187
0.28169,0.085395
0.28661,0.088661
0.2915,0.091985
0.29636,0.095368
0.3012,0.098808
0.306,0.10231
0.31078,0.10586
0.31552,0.10947
0.32023,0.11314
0.32491,0.11687
0.32956,0.12065
0.33418,0.12449
0.33876,0.12839
0.34331,0.13234
0.34782,0.13635
0.35231,0.14041
0.35675,0.14453
0.36116,0.1487
0.36554,0.15293
0.36987,0.15721
0.37418,0.16154
0.37844,0.16593
0.38267,0.17037
0.38685,0.17487
0.391,0.17942
0.39511,0.18402
0.39918,0.18867
0.40321,0.19337
0.4072,0.19813
0.41115,0.20294
0.41505,0.20779
0.41892,0.2127
0.42274,0.21766
0.42652,0.22267
0.43025,0.22773
0.43395,0.23284
0.43759,0.238
0.4412,0.2432
0.44475,0.24845
0.44827,0.25376
0.45173,0.25911
0.45515,0.2645
0.45853,0.26995
0.46185,0.27544
0.46513,0.28097
0.46836,0.28656
0.47155,0.29219
0.47468,0.29786
0.47776,0.30358
0.4808,0.30934
0.48378,0.31515
0.48671,0.321
0.4896,0.32689
0.49243,0.33282
0.49521,0.3388
0.49794,0.34482
0.50061,0.35088
0.50324,0.35699
0.5058,0.36313
0.50832,0.36932
0.51078,0.37554
0.51319,0.3818
0.51554,0.38811
0.51784,0.39445
0.52008,0.40083
0.52227,0.40725
0.5244,0.4137
0.52647,0.4202
0.52849,0.42673
0.53045,0.43329
0.53235,0.43989
0.5342,0.44653
0.53598,0.4532
0.53771,0.45991
0.53938,0.46665
0.54099,0.47342
0.54254,0.48023
0.54403,0.48707
0.54546,0.49394
0.54683,0.50084
0.54814,0.50777
0.54939,0.51474
0.55057,0.52173
0.5517,0.52876
0.55276,0.53581
0.55376,0.5429
0.5547,0.55001
0.55557,0.55715
0.55638,0.56431
0.55713,0.57151
0.55782,0.57873
0.55844,0.58597
0.55899,0.59325
0.55948,0.60054
0.55991,0.60786
0.56027,0.61521
0.56057,0.62258
0.5608,0.62997
0.56097,0.63738
0.56106,0.64482
0.5611,0.65227
0.56106,0.65975
0.56096,0.66725
0.56079,0.67477
0.56056,0.6823
0.56026,0.68986
0.55989,0.69743
0.55945,0.70503
0.55894,0.71264
0.55837,0.72026
0.55772,0.7279
0.55701,0.73556
0.55623,0.74324
0.55538,0.75092
0.55446,0.75862
0.55347,0.76634
0.55241,0.77407
0.55128,0.78181
0.55009,0.78956
0.54882,0.79732
0.54748,0.8051
0.54607,0.81288
0.54459,0.82068
0.54304,0.82848
