0,0
0.0056605,0.0056605
0.011321,0.011321
0.016982,0.016982
0.022642,0.022642
0.028303,0.028303
0.033963,0.033963
0.039624,0.039624
0.045284,0.045284
0.050945,0.050945
0.056605,0.056605
0.062266,0.062266
0.067926,0.067926
0.073587,0.073587
0.079247,0.079247
0.084908,0.084908
0.090568,0.090568
0.096229,0.096229
0.10189,0.10189
0.10755,0.10755
0.11321,0.11321
0.11887,0.11887
0.12453,0.12453
0.13019,0.13019
0.13585,0.13585
0.14151,0.14151
0.14717,0.14717
0.15283,0.15283
0.15849,0.15849
0.16416,0.16416
0.16982,0.16982
0.17548,0.17548
0.18114,0.18114
0.1868,0.1868
0.19246,0.19246
0.19812,0.19812
0.20378,0.20378
0.20944,0.20944
0.2151,0.2151
0.22076,0.22076
0.22642,0.22642
0.23208,0.23208
0.23774,0.23774
0.2434,0.2434
0.24906,0.24906
0.25472,0.25472
0.26038,0.26038
0.26604,0.26604
0.27171,0.27171
0.27737,0.27737
0.28303,0.28303
0.28869,0.28869
0.29435,0.29435
0.30001,0.30001
0.30567,0.30567
0.31133,0.31133
0.31699,0.31699
0.32265,0.32265
0.32831,0.32831
0.33397,0.33397
0.33963,0.33963
0.34529,0.34529
0.35095,0.35095
0.35661,0.35661
0.36227,0.36227
0.36793,0.36793
0.37359,0.37359
0.37926,0.37926
0.38492,0.38492
0.39058,0.39058
0.39624,0.39624
0.4019,0.4019
0.40756,0.40756
0.41322,0.41322
0.41888,0.41888
0.42454,0.42454
0.4302,0.4302
0.43586,0.43586
0.44152,0.44152
0.44718,0.44718
0.45284,0.45284
0.4585,0.4585
0.46416,0.46416
0.46982,0.46982
0.47548,0.47548
0.48114,0.48114
0.48681,0.48681
0.49247,0.49247
0.49813,0.49813
0.50379,0.50379
0.50945,0.50945
0.51511,0.51511
0.52077,0.52077
0.52643,0.52643
0.53209,0.53209
0.53775,0.53775
0.54341,0.54341
0.54907,0.54907
0.55473,0.55473
0.56039,0.56039
0.56605,0.56605
0.57171,0.57171
0.57737,0.57737
0.58303,0.58303
0.58869,0.58869
0.59436,0.59436
0.60002,0.60002
0.60568,0.60568
0.61134,0.61134
0.617,0.617
0.62266,0.62266
0.62832,0.62832
0.63398,0.63398
0.63964,0.63964
0.6453,0.6453
0.65096,0.65096
0.65662,0.65662
0.66228,0.66228
0.66794,0.66794
0.6736,0.6736
0.67926,0.67926
0.68492,0.68492
0.69058,0.69058
0.69624,0.69624
0.70191,0.70191
0.70757,0.70757
0.71323,0.71323
0.71889,0.71889
0.72455,0.72455
0.73021,0.73021
0.73587,0.73587
0.74153,0.74153
0.74719,0.74719
0.75285,0.75285
0.75851,0.75851
0.76417,0.76417
0.76983,0.76983
0.77549,0.77549
0.78115,0.78115
0.78681,0.78681
0.79247,0.79247
0.79813,0.79813
0.80379,0.80379
0.80946,0.80946
0.81512,0.81512
0.82078,0.82078
0.82644,0.82644
0.8321,0.8321
0.83776,0.83776
0.84342,0.84342
0.84908,0.84908
0.85474,0.85474
0.8604,0.8604
0.86606,0.86606
0.87172,0.87172
0.87738,0.87738
0.88304,0.88304
0.8887,0.8887
0.89436,0.89436
0.90002,0.90002
0.90568,0.90568
0.91134,0.91134
0.91701,0.91701
0.92267,0.92267
0.92833,0.92833
0.93399,0.93399
0.93965,0.93965
0.94531,0.94531
0.95097,0.95097
0.95663,0.95663
0.96229,0.96229
0.96795,0.96795
0.97361,0.97361
0.97927,0.97927
0.98493,0.98493
0.99059,0.99059
0.99625,0.99625
1.0019,1.0019
1.0076,1.0076
1.0132,1.0132
1.0189,1.0189
1.0246,1.0246
1.0302,1.0302
1.0359,1.0359
1.0415,1.0415
1.0472,1.0472
1.0529,1.0529
1.0585,1.0585
1.0642,1.0642
1.0698,1.0698
1.0755,1.0755
1.0812,1.0812
1.0868,1.0868
1.0925,1.0925
1.0981,1.0981
1.1038,1.1038
1.1095,1.1095
1.1151,1.1151
1.1208,1.1208
1.1264,1.1264
1.1321,1.1321
1.1378,1.1378
1.1434,1.1434
1.1491,1.1491
1.1547,1.1547
1.1604,1.1604
1.1661,1.1661
1.1717,1.1717
1.1774,1.1774
1.1831,1.1831
1.1887,1.1887
1.1944,1.1944
1.2,1.2
1.2057,1.2057
1.2114,1.2114
1.217,1.217
1.2227,1.2227
1.2283,1.2283
1.234,1.234
1.2397,1.2397
1.2453,1.2453
1.251,1.251
1.2566,1.2566
1.2623,1.2623
1.268,1.268
1.2736,1.2736
1.2793,1.2793
1.2849,1.2849
1.2906,1.2906
1.2963,1.2963
1.3019,1.3019
1.3076,1.3076
1.3132,1.3132
1.3189,1.3189
1.3246,1.3246
1.3302,1.3302
1.3359,1.3359
1.3415,1.3415
1.3472,1.3472
1.3529,1.3529
1.3585,1.3585
1.3642,1.3642
1.3698,1.3698
1.3755,1.3755
1.3812,1.3812
1.3868,1.3868
1.3925,1.3925
1.3982,1.3982
1.4038,1.4038
1.4095,1.4095
1.4151,1.4151
1.4208,1.4208
1.4265,1.4265
