0.49909,0.26717
0.082215,0.37563
0.38494,0.1897
0.098131,0.11059
0.2817,0.44481
0.49944,0.097286
0.52545,0.42589
0.28425,0.11542
0.18251,0.36923
0.11599,0.1119
0.28952,0.21809
0.2448,0.41227
0.40851,0.26705
0.15859,0.43699
0.099122,0.13553
0.36778,0.3201
0.27276,0.38643
0.079609,0.23307
0.32508,0.36344
0.4199,0.28267
0.53759,0.26969
0.37311,0.42418
0.33627,0.16455
0.41393,0.43512
0.23259,0.37268
0.28729,0.47153
0.29475,0.27125
0.52978,0.35407
0.24903,0.40171
0.41197,0.44324
0.22438,0.17563
0.48065,0.2667
0.4756,0.57686
0.42251,0.57124
0.33933,0.43784
0.30009,0.46159
0.1179,0.13953
0.39091,0.34745
0.47288,0.48313
0.49868,0.47699
0.52483,0.28341
0.46866,0.45644
0.49407,0.29379
0.51427,0.21981
0.4099,0.60281
0.46899,0.36206
0.63305,0.50378
0.54034,0.56279
0.50359,0.58607
0.13201,0.26715
0.63366,0.43676
0.55139,0.57027
0.33566,0.52306
0.61797,0.20944
0.709,0.58735
0.52476,0.33771
0.64863,0.55411
0.1417,0.45708
0.32294,0.3778
0.6828,0.30361
0.58883,0.51954
0.16703,0.67142
0.35796,0.72965
0.74999,0.57393
0.69418,0.35134
0.75675,0.55812
0.32348,0.36892
0.31221,0.80399
0.8131,0.50563
0.46577,0.40955
0.70358,0.80155
0.34179,0.43655
0.51617,0.76684
0.56135,0.57582
0.8177,0.42589
0.34019,0.59556
0.4186,0.34759
0.080237,0.56882
0.49155,0.71516
0.7028,0.57361
0.29609,0.55585
0.51031,0.71835
0.39328,0.448
0.55387,0.7668
0.83748,0.6125
0.4258,0.71997
0.21942,0.58387
0.47324,0.86644
0.4294,0.66825
0.65583,0.877
0.41822,0.78799
0.34392,0.46136
0.15973,0.47959
0.56435,0.35558
0.51408,0.4023
0.14254,0.54394
0.45801,0.90753
0.70009,0.50286
0.34065,0.84247
0.32835,0.58018
0.1599,0.43976
0.43141,0.48351
0.44344,0.68156
0.21578,0.65495
0.32394,0.60195
0.52788,0.5633
0.61201,0.87504
0.7154,0.71148
0.73419,0.69371
0.63991,0.91556
0.11798,1.0279
0.1032,0.89795
0.036208,0.8068
0.85427,0.64777
0.54438,0.62785
0.42499,0.99802
0.66835,0.96338
0.23015,0.78245
1.003,0.64586
0.43453,0.81853
0.8469,0.57218
0.11796,0.64027
0.62521,1.0387
0.4413,0.9693
0.55724,1.1015
0.45469,0.97788
0.36044,1.0214
0.56767,0.77733
0.41094,0.98433
0.70216,1.1293
0.46889,0.69019
0.75603,0.72223
0.077385,0.92699
0.50192,0.85432
